Protein IDs	Majority protein IDs	Fasta headers	Peptides	Razor + unique peptides	Unique peptides	LFQ intensity L_1312	LFQ intensity L_1313	LFQ intensity L_1326	LFQ intensity L_1331	LFQ intensity L_1488	LFQ intensity L_1492	LFQ intensity L_1503	LFQ intensity L_1506	LFQ intensity P_1311	LFQ intensity P_1315	LFQ intensity P_1316	LFQ intensity P_1317	LFQ intensity P_1323	LFQ intensity P_1497	LFQ intensity P_1501	LFQ intensity P_1502	LFQ intensity P_1505	Only identified by site	Reverse	Potential contaminant	gene_name	alt_gene_names	bp_annotation	bp_annotation_id	cc_annotation	cc_annotation_id	kegg_annotation	kegg_annotation_id	mf_annotation	mf_annotation_id
XP_005667590.1;NP_001231166.1	XP_005667590.1;NP_001231166.1	nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 isoform X1 [Sus scrofa]; nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 [Sus scrofa]	2	2	2	10104000	0	0	0	0	8555100	8261900	8811000	0	0	0	8872300	0	10157000	0	0	0	NA	NA	NA	NUCKS1	NUCKS1;NUCKS1;NA;NA;NA	regulation of DNA replication;positive regulation of insulin receptor signaling pathway;cellular glucose homeostasis;positive regulation by host of viral genome replication;release from viral latency;double-strand break repair via homologous recombination;positive regulation by host of viral transcription;cellular response to X-ray;modulation by host of RNA binding by virus;interstrand cross-link repair;regulation of DNA strand elongation;replication fork processing;positive regulation of transcription from RNA polymerase II promoter;chromatin organization;regulation of transcription from RNA polymerase II promoter;gene conversion	GO:000627; GO:004662; GO:000167; GO:004482; GO:001904; GO:000072; GO:004392; GO:007148; GO:199096; GO:003629; GO:006038; GO:003129; GO:004594; GO:000632; GO:000635; GO:003582	nucleolus;chromatin;cytoplasm;nuclear chromatin;nucleus	GO:000573; GO:000078; GO:000573; GO:000079; GO:000563	"NA"	"NA"	RNA binding;transcription factor binding;chromatin binding;transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding;double-stranded DNA binding	GO:000372; GO:000813; GO:000368; GO:000122; GO:000369
XP_020947945.1;XP_020947804.1;XP_020947727.1;XP_020947661.1;XP_020947618.1;XP_020947564.1;XP_020947489.1;XP_005659694.2;NP_001231167.1	XP_020947945.1;XP_020947804.1;XP_020947727.1;XP_020947661.1;XP_020947618.1;XP_020947564.1;XP_020947489.1;XP_005659694.2;NP_001231167.1	sulfide:quinone oxidoreductase, mitochondrial isoform X1 [Sus scrofa]; sulfide:quinone oxidoreductase, mitochondrial isoform X1 [Sus scrofa]; sulfide:quinone oxidoreductase, mitochondrial isoform X1 [Sus scrofa]; sulfide:quinone oxidoreductase, mitochondr	26	26	26	429980000	599570000	509840000	455530000	582870000	557890000	513810000	623220000	590600000	645430000	574010000	691950000	630480000	517320000	561650000	483390000	636460000	NA	NA	NA	SQOR	SQOR;SQOR;SQOR;SQOR;SQOR	hydrogen sulfide metabolic process;sulfide oxidation, using sulfide:quinone oxidoreductase	GO:007081; GO:007022	mitochondrial inner membrane	GO:000574	 Sulfur metabolism	hsa0092	quinone binding;sulfide:quinone oxidoreductase activity;FAD binding	GO:004803; GO:007022; GO:007194
XP_020941381.1;NP_001231168.1	XP_020941381.1;NP_001231168.1	nuclear receptor-binding protein isoform X1 [Sus scrofa]; nuclear receptor-binding protein [Sus scrofa]	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6125300	NA	NA	NA	NRBP1	NRBP1;NRBP1;NA;NA;NA	intracellular signal transduction;ER to Golgi vesicle-mediated transport;transcription initiation from RNA polymerase II promoter;protein phosphorylation	GO:003555; GO:000688; GO:000636; GO:000646	lamellipodium;membrane;endomembrane system;cell cortex;cytoplasm;nucleoplasm	GO:003002; GO:001602; GO:001250; GO:000593; GO:000573; GO:000565	"NA"	"NA"	protein serine/threonine kinase activity;protein homodimerization activity;protein binding;ATP binding	GO:000467; GO:004280; GO:000551; GO:000552
NP_001231169.1	NP_001231169.1	rho GDP-dissociation inhibitor 2 [Sus scrofa]	5	5	5	186800000	167900000	206620000	182530000	206300000	201450000	225800000	185420000	212420000	231300000	199770000	174780000	273330000	191410000	231680000	211400000	218970000	NA	NA	NA	ARHGDIB	ARHGDIB;NA;NA;NA;NA	cellular response to redox state;negative regulation of cell adhesion;multicellular organism development;negative regulation of trophoblast cell migration;Rho protein signal transduction;regulation of Rho protein signal transduction;regulation of actin cytoskeleton reorganization;positive regulation of GTPase activity;regulation of small GTPase mediated signal transduction	GO:007146; GO:000716; GO:000727; GO:190116; GO:000726; GO:003502; GO:200024; GO:004354; GO:005105	membrane;cytoskeleton;cytoplasmic vesicle;cytosol;cytoplasm;extracellular exosome	GO:001602; GO:000585; GO:003141; GO:000582; GO:000573; GO:007006	 Neurotrophin signaling pathway; Vasopressin-regulated water reabsorption	hsa0472; hsa0496	GTPase activity;Rho GDP-dissociation inhibitor activity;protein binding;Rac GTPase binding	GO:000392; GO:000509; GO:000551; GO:004836
XP_020924148.1;XP_005669986.1;NP_001231174.1	XP_020924148.1;XP_005669986.1;NP_001231174.1	acetyl-coenzyme A transporter 1 isoform X1 [Sus scrofa]; acetyl-coenzyme A transporter 1 isoform X1 [Sus scrofa]; acetyl-coenzyme A transporter 1 [Sus scrofa]	3	3	3	6347700	0	5963400	0	0	0	0	6405100	5749000	6457000	0	0	9061100	7391200	0	7094500	0	NA	NA	NA	SLC33A1	SLC33A1;SLC33A1;SLC33A1;NA;NA	transmembrane transport;acetyl-CoA transport;BMP signaling pathway;SMAD protein signal transduction;hydrogen ion transmembrane transport	GO:005508; GO:001587; GO:003050; GO:006039; GO:190260	endoplasmic reticulum membrane;Golgi membrane;integral component of plasma membrane;membrane	GO:000578; GO:000013; GO:000588; GO:001602	 Glycosphingolipid biosynthesis - ganglio series; Metabolic pathways	hsa0060; hsa0110	acetyl-CoA transporter activity;solute:proton symporter activity	GO:000852; GO:001529
NP_001231176.1	NP_001231176.1	cleavage and polyadenylation specificity factor subunit 5 [Sus scrofa]	9	9	9	88963000	83903000	83037000	82493000	86349000	85394000	85245000	81928000	70305000	66018000	77351000	65191000	74720000	64329000	87956000	77197000	79431000	NA	NA	NA	NUDT21	NUDT21;NA;NA;NA;NA	positive regulation of mRNA cleavage;mRNA splicing, via spliceosome;termination of RNA polymerase II transcription;mRNA polyadenylation;protein heterotetramerization;mRNA processing;positive regulation of mRNA polyadenylation;positive regulation of stem cell differentiation;cell differentiation;positive regulation of pro-B cell differentiation;posttranscriptional regulation of gene expression;mRNA 3'-end processing;protein tetramerization;pre-mRNA cleavage required for polyadenylation;messenger ribonucleoprotein complex assembly	GO:003143; GO:000039; GO:000636; GO:000637; GO:005129; GO:000639; GO:190036; GO:200073; GO:003015; GO:200097; GO:001060; GO:003112; GO:005126; GO:009878; GO:199012	microtubule organizing center;paraspeckles;nucleoplasm;centrosome;mRNA cleavage and polyadenylation specificity factor complex;nucleus;cytoplasm;nuclear body	GO:000581; GO:004238; GO:000565; GO:000581; GO:000584; GO:000563; GO:000573; GO:001660	 mRNA surveillance pathway	hsa0301	RNA binding;protein binding;identical protein binding;histone deacetylase binding;mRNA binding;chromatin binding;hydrolase activity;AU-rich element binding	GO:000372; GO:000551; GO:004280; GO:004282; GO:000372; GO:000368; GO:001678; GO:001709
XP_020919699.1;NP_001231177.1	XP_020919699.1;NP_001231177.1	phosphotriesterase-related protein isoform X1 [Sus scrofa]; phosphotriesterase-related protein [Sus scrofa]	10	10	10	209090000	176190000	187750000	203770000	169690000	180560000	218870000	194260000	201580000	210170000	166840000	169140000	222150000	193710000	179060000	171770000	139070000	NA	NA	NA	PTER	PTER;PTER;NA;NA;NA	epithelial cell differentiation;catabolic process	GO:003085; GO:000905	extracellular exosome	GO:007006	"NA"	"NA"	molecular_function;zinc ion binding;hydrolase activity, acting on ester bonds	GO:000367; GO:000827; GO:001678
NP_001231183.1	NP_001231183.1	ras-related protein Rab-5C [Sus scrofa]	8	8	5	122640000	140510000	131120000	123600000	114320000	140530000	134380000	119980000	113750000	126760000	137120000	117140000	135670000	137150000	131730000	128950000	138660000	NA	NA	NA	RAB5C	RAB5C;NA;NA;NA;NA	plasma membrane to endosome transport;intracellular protein transport;Rab protein signal transduction;regulation of endocytosis;neutrophil degranulation	GO:004822; GO:000688; GO:003248; GO:003010; GO:004331	extracellular exosome;lysosomal membrane;endocytic vesicle;plasma membrane;anchored component of synaptic vesicle membrane;melanosome;early endosome membrane;lipid particle;azurophil granule membrane	GO:007006; GO:000576; GO:003013; GO:000588; GO:009899; GO:004247; GO:003190; GO:000581; GO:003557	 Vasopressin-regulated water reabsorption; Tuberculosis; Phagosome; Ras signaling pathway; Amoebiasis	hsa0496; hsa0515; hsa0414; hsa0401; hsa0514	protein binding;GTP binding;GTPase activity;GDP binding	GO:000551; GO:000552; GO:000392; GO:001900
NP_001231185.1;NP_001231184.1	NP_001231185.1;NP_001231184.1	lysosome-associated membrane glycoprotein 2 isoform 2 precursor [Sus scrofa]; lysosome-associated membrane glycoprotein 2 isoform 1 precursor [Sus scrofa]	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4323200	NA	NA	NA	LAMP2	LAMP2;LAMP2;NA;NA;NA	regulation of protein stability;muscle cell cellular homeostasis;chaperone-mediated autophagy;lysosomal protein catabolic process;protein import;platelet degranulation;cellular response to starvation;protein stabilization;autophagosome maturation;neutrophil degranulation;protein targeting;protein targeting to lysosome involved in chaperone-mediated autophagy	GO:003164; GO:004671; GO:006168; GO:190514; GO:001703; GO:000257; GO:000926; GO:005082; GO:009735; GO:004331; GO:000660; GO:006174	platelet dense granule membrane;membrane microdomain;membrane;extracellular exosome;lysosomal matrix;late endosome;azurophil granule membrane;autolysosome;lysosome;extracellular space;membrane raft;phagocytic vesicle membrane;integral component of autophagosome membrane;plasma membrane;late endosome membrane;lysosomal lumen;ficolin-1-rich granule membrane	GO:003108; GO:009885; GO:001602; GO:007006; GO:199083; GO:000577; GO:003557; GO:004475; GO:000576; GO:000561; GO:004512; GO:003067; GO:009763; GO:000588; GO:003190; GO:004320; GO:010100	 Phagosome; Tuberculosis; Lysosome	hsa0414; hsa0515; hsa0414	protein domain specific binding;enzyme binding;protein binding	GO:001990; GO:001989; GO:000551
NP_001231189.1	NP_001231189.1	arginine--tRNA ligase, cytoplasmic [Sus scrofa]	12	12	12	45406000	43631000	41776000	40830000	50078000	38805000	44925000	48549000	46644000	46731000	43972000	38813000	38961000	41142000	43618000	49487000	41026000	NA	NA	NA	RARS	RARS;NA;NA;NA;NA	arginyl-tRNA aminoacylation;tRNA aminoacylation for protein translation	GO:000642; GO:000641	membrane;nucleoplasm;cytosol;extracellular exosome;cytoplasm;nucleus;aminoacyl-tRNA synthetase multienzyme complex	GO:001602; GO:000565; GO:000582; GO:007006; GO:000573; GO:000563; GO:001710	 Aminoacyl-tRNA biosynthesis	hsa0097	arginine-tRNA ligase activity;cadherin binding;arginine binding;tRNA binding;ATP binding;protein binding	GO:000481; GO:004529; GO:003461; GO:000004; GO:000552; GO:000551
NP_001231205.1;XP_013840827.1	NP_001231205.1;XP_013840827.1	thioredoxin-like protein 1 [Sus scrofa]; thioredoxin-like protein 1 isoform X1 [Sus scrofa]	12	12	12	262680000	254060000	262410000	255670000	267630000	229150000	245720000	237640000	198240000	193390000	180920000	151810000	203700000	181780000	232590000	245820000	185720000	NA	NA	NA	TXNL1	TXNL1;TXNL1;NA;NA;NA	oxidation-reduction process;cell redox homeostasis	GO:005511; GO:004545	cytoplasm;proteasome complex;nucleus;cytosol	GO:000573; GO:000050; GO:000563; GO:000582	"NA"	"NA"	disulfide oxidoreductase activity	GO:001503
NP_001231206.1	NP_001231206.1	caspase recruitment domain-containing protein 19 isoform 1 [Sus scrofa]	1	1	1	0	0	0	0	0	0	0	0	0	0	0	3756400	0	0	0	0	0	NA	NA	NA	CARD19	CARD19;NA;NA;NA;NA	negative regulation of I-kappaB kinase/NF-kappaB signaling	GO:004312	mitochondrion;cytosol;nucleus;endoplasmic reticulum membrane;integral component of membrane;mitochondrial membrane	GO:000573; GO:000582; GO:000563; GO:000578; GO:001602; GO:003196	"NA"	"NA"	CARD domain binding	GO:005070
NP_001231211.1;XP_005662144.1;XP_013851060.1	NP_001231211.1;XP_005662144.1;XP_013851060.1	THUMP domain-containing protein 1 [Sus scrofa]; THUMP domain-containing protein 1 isoform X2 [Sus scrofa]; THUMP domain-containing protein 1 isoform X1 [Sus scrofa]	3	3	3	0	0	13283000	9934000	10519000	0	9593900	10664000	12009000	0	0	0	10933000	0	0	10756000	0	NA	NA	NA	THUMPD1	THUMPD1;THUMPD1;THUMPD1;NA;NA	rRNA modification;tRNA modification	GO:000015; GO:000640	nucleoplasm	GO:000565	"NA"	"NA"	RNA binding;protein binding	GO:000372; GO:000551
NP_001231212.1;XP_020949001.1	NP_001231212.1;XP_020949001.1	complement C1q subcomponent subunit B precursor [Sus scrofa]; complement C1q subcomponent subunit B isoform X1 [Sus scrofa]	3	3	3	56653000	24026000	36621000	46695000	54848000	41956000	48798000	37709000	31129000	30452000	33226000	40979000	33211000	50368000	41804000	53307000	44829000	NA	NA	NA	C1QB	C1QB;C1QB;NA;NA;NA	innate immune response;complement activation;regulation of complement activation;synapse disassembly;inner ear development	GO:004508; GO:000695; GO:003044; GO:009888; GO:004883	extracellular region;postsynapse;complement component C1 complex;blood microparticle;synapse;collagen trimer;cell	GO:000557; GO:009879; GO:000560; GO:007256; GO:004520; GO:000558; GO:000562	 Complement and coagulation cascades; Pertussis; Staphylococcus aureus infection; Systemic lupus erythematosus; Prion diseases; Chagas disease (American trypanosomiasis)	hsa0461; hsa0513; hsa0515; hsa0532; hsa0502; hsa0514	protein homodimerization activity;protein binding	GO:004280; GO:000551
XP_005660579.1;NP_001231214.1;XP_013849385.1;XP_005660577.1;XP_013849380.1;XP_020932834.1;XP_020932775.1;XP_020932733.1;XP_020932634.1;XP_020932513.1;XP_020932494.1	XP_005660579.1;NP_001231214.1;XP_013849385.1;XP_005660577.1;XP_013849380.1;XP_020932834.1;XP_020932775.1;XP_020932733.1;XP_020932634.1;XP_020932513.1;XP_020932494.1	far upstream element-binding protein 3 isoform X6 [Sus scrofa]; far upstream element-binding protein 3 [Sus scrofa]; far upstream element-binding protein 3 isoform X3 [Sus scrofa]; far upstream element-binding protein 3 isoform X2 [Sus scrofa]; far upstre	8	8	8	28674000	23340000	25830000	29867000	25016000	22922000	29224000	26479000	19443000	17979000	23194000	0	26406000	28753000	23649000	22468000	22528000	NA	NA	NA	FUBP3	FUBP3;FUBP3;FUBP3;FUBP3;FUBP3	positive regulation of transcription from RNA polymerase II promoter;transcription, DNA-templated;positive regulation of gene expression;positive regulation of transcription, DNA-templated	GO:004594; GO:000635; GO:001062; GO:004589	cytoplasm;membrane;nucleus	GO:000573; GO:001602; GO:000563	"NA"	"NA"	protein binding;transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding;RNA polymerase II core promoter proximal region sequence-specific DNA binding;RNA binding	GO:000551; GO:000122; GO:000097; GO:000372
XP_020949253.1;NP_001231215.1	XP_020949253.1;NP_001231215.1	complement C1q subcomponent subunit C isoform X1 [Sus scrofa]; complement C1q subcomponent subunit C precursor [Sus scrofa]	4	4	4	9476900	0	0	12522000	10390000	9498100	8948100	8346100	0	0	5530500	0	0	11495000	10422000	16094000	0	NA	NA	NA	C1QC	C1QC;C1QC;NA;NA;NA	complement activation, classical pathway;immune response;regulation of complement activation;negative regulation of granulocyte differentiation;synapse disassembly;innate immune response;negative regulation of macrophage differentiation	GO:000695; GO:000695; GO:003044; GO:003085; GO:009888; GO:004508; GO:004565	synapse;extracellular region;cell;blood microparticle;extracellular space;postsynapse;collagen trimer	GO:004520; GO:000557; GO:000562; GO:007256; GO:000561; GO:009879; GO:000558	 Pertussis; Chagas disease (American trypanosomiasis); Complement and coagulation cascades; Prion diseases; Systemic lupus erythematosus; Staphylococcus aureus infection	hsa0513; hsa0514; hsa0461; hsa0502; hsa0532; hsa0515	protein binding	GO:000551
NP_001231230.1	NP_001231230.1	importin-5 [Sus scrofa]	18	18	18	71064000	69429000	72170000	69895000	77774000	66058000	74314000	65085000	60125000	60902000	60454000	54093000	60672000	66877000	58606000	67116000	74116000	NA	NA	NA	IPO5	IPO5;NA;NA;NA;NA	viral process;positive regulation of protein import into nucleus;cellular response to amino acid stimulus;negative regulation of cyclin-dependent protein serine/threonine kinase activity;negative regulation of GTPase activity;ribosomal protein import into nucleus;NLS-bearing protein import into nucleus	GO:001603; GO:004230; GO:007123; GO:004573; GO:003426; GO:000661; GO:000660	nucleolus;nuclear membrane;membrane;nuclear pore;cytoplasm;nuclear periphery;nucleus	GO:000573; GO:003196; GO:001602; GO:000564; GO:000573; GO:003439; GO:000563	"NA"	"NA"	RNA binding;protein binding;GTPase inhibitor activity;nuclear localization sequence binding;protein transporter activity;Ran GTPase binding	GO:000372; GO:000551; GO:000509; GO:000813; GO:000856; GO:000853
NP_001231234.1;XP_020932924.1	NP_001231234.1;XP_020932924.1	nucleolar protein 56 [Sus scrofa]; nucleolar protein 56 isoform X1 [Sus scrofa]	12	12	12	36790000	36965000	40001000	42735000	41281000	36169000	35822000	33527000	35489000	32738000	36621000	30833000	32568000	33417000	38342000	42902000	30608000	NA	NA	NA	NOP56	NOP56;NOP56;NA;NA;NA	rRNA processing	GO:000636	cytoplasm;nucleoplasm;fibrillar center;small nucleolar ribonucleoprotein complex;small-subunit processome;pre-snoRNP complex;membrane;box C/D snoRNP complex	GO:000573; GO:000565; GO:000165; GO:000573; GO:003204; GO:007076; GO:001602; GO:003142	 Ribosome biogenesis in eukaryotes	hsa0300	snoRNA binding;protein binding;RNA binding;cadherin binding;histone methyltransferase binding	GO:003051; GO:000551; GO:000372; GO:004529; GO:199022
